片名,总票房,导演,主演,上映时间,片长,制作国家,类型,评分(豆瓣电影)
老警,"110000
"
爱的“蟹”逅,"100000
"
山花烂漫时,"95000
"
爱上处女座,"83000
"
假装看不见之电影大师,"70000
"
我的朋友圈,"60000
"
一夜危机,"60000
"
小小校长,"60000
"
脱单宝典,"50000
"
冰美人,"50000
"
T台魔王,"47000
"
布基兰,"42000
"
心灵解码,"40000
"
水滴之梦,"40000
"
非同小可,"40000
"
不是钱的事,"40000
"
老腔,"36000
"
三个孬家伙,"35000
"
自我救赎,"30000
"
夺命推理,"30000
"
小角色,"30000
"
牡丹仙子之皇帝诏曰,"25000
"
爱情不等式,"25000
"
最后证言,"22000
"
那美,"20000
"
东宫皇子,"20000
"
生死96小时,"20000
"
看见我和你,"20000
"
一棵心中的许愿树,"20000
"
岛囧,"20000
"
断片儿,"10000
"
最后证言,"22000
"
那美,"20000
"
东宫皇子,"20000
"
生死96小时,"20000
"
看见我和你,"20000
"
一棵心中的许愿树,"20000
"
岛囧,"20000
"
断片儿,"10000
"
战狼2,"56390000000
"
速度与激情8,"26490000000
"
羞羞的铁拳,"21900000000
"
前任3：再见前任,"19260000000
"
功夫瑜伽,"17530000000
"
西游伏妖篇,"16489999999
"
变形金刚5：最后的骑士,"15450000000
"
芳华,"14110000000
"
摔跤吧！爸爸,"12960000000
"
寻梦环游记,"12020000000
"
加勒比海盗5：死无对证,"11800000000
"
金刚：骷髅岛,"11610000000
"
极限特工：终极回归,"11280000000
"
生化危机6：终章,"11120000000
"
乘风破浪,"10380000000
"
神偷奶爸3,"10300000000
"
智取威虎山,"8740000000
"
蜘蛛侠：英雄归来,"7670000000
"
大闹天竺,"7550000000
"
雷神3：诸神黄昏,"7360000000
"
猩球崛起：终极之战,"7330000000
"
金刚狼3：殊死一战,"7320000000
"
悟空传,"6880000000
"
银河护卫队2,"6860000000
"
正义联盟,"6850000000
"
情圣,"6580000000
"
新木乃伊,"6230000000
"
神奇女侠,"6100000000
"
一条狗的使命,"6080000000
"
追龙,"5700000000
"
英伦对决,"5340000000
"
三生三世十里桃花,"5310000000
"
妖猫传,"5260000000
"
熊出没之奇幻空间,"5210000000
"
杀破狼·贪狼,"5180000000
"
星球大战：侠盗一号,"4760000000
"
王牌特工2：黄金圈,"4690000000
"
缝纫机乐队,"4530000000
"
全球风暴,"4300000000
"
星际特工：千星之城,"4059999999
"
嫌疑人X的献身,"4019999999
"
建军大业,"3990000000
"
拆弹专家,"3970000000
"
妖铃铃,"3590000000
"
敦刻尔克大撤退,"3360000000
"
空天猎,"3150000000
"
太空旅客,"3140000000
"
异形：契约,"3100000000
"
机器之血,"3020000000
"
心理罪,"3020000000
"
奇门遁甲,"2970000000
"
记忆大师,"2920000000
"
二代妖精之今生有幸,"2890000000
"
天才枪手,"2680000000
"
绣春刀：修罗战场,"2630000000
"
爱乐之城,"2620000000
"
侠盗联盟,"2350000000
"
东方快车谋杀案,"2280000000
"
心理罪之城市之光,"2210000000
"
解忧杂货店,"2200000000
"
京城81号2,"2160000000
"
欢乐好声音,"2160000000
"
喜欢你,"2100000000
"
帕丁顿熊2,"2040000000
"
攻壳机动队,"2029999999
"
逆时营救,"2009999999
"
春娇救志明,"1750000000
"
蓝精灵：寻找神秘村,"1730000000
"
看不见的客人,"1710000000
"
二十二,"1680000000
"
刺客信条,"1600000000
"
非凡任务,"1560000000
"
哆啦A梦：大雄的南极冰寒大冒险,"1480000000
"
王牌保镖,"1390000000
"
赛车总动员3：极速挑战,"1360000000
"
异星觉醒,"1340000000
"
十万个冷笑话2,"1330000000
"
大卫贝肯之倒霉特工熊,"1260000000
"
父子雄兵,"1240000000
"
傲娇与偏见,"1240000000
"
锋味江湖之决战食神,"1220000000
"
鲛珠传,"1130000000
"
降临,"1090000000
"
极盗车神,"1080000000
"
赛尔号大电影6：圣者无敌,"1080000000
"
十八洞村,"1060000000
"
追捕,"1040000000
"
七十七天,"1020000000
"
绝世高手,"1010000000
"
冈仁波齐,"99154599
"
遊戏规则,"97520000
"
绑架者,"95410000
"
降魔传,"90851000
"
大护法,"86870900
"
银魂,"80671000
"
密战,"78771800
"
烟花,"77915400
"
我不做大哥好多年,"76500000
"
银翼杀手2049,"76319800
"
原谅他77次,"74850000
"
血战湘江,"73215500
"
反转人生,"69350000
"
至爱梵高 星空之谜,"68110300
"
狂兽,"67152900
"
欢乐喜剧人,"66910000
"
荡寇风云,"64560000
"
闪光少女,"64223600
"
疯岳撬佳人,"63790000
"
明月几时有,"62898900
"
合约男女,"59400000
"
亚瑟王：斗兽争霸,"56820000
"
我的爸爸是森林之王,"55668000
"
巨额来电,"55312800
"
这就是命,"53812400
"
刀剑神域：序列之争,"53384300
"
昆塔：反转星球,"49753900
"
